"trope","word","loglikelihood","totalTropeDialogue"
"The Blacksmith","furnace",16.7108015181462,151
"The Bad Guy Wins","and",16.7059381940211,568
"Call to Agriculture","o",16.6959830072355,31
"Token Good Teammate","crime",16.6954092638897,315
"Token Good Teammate","lookout",16.6954092638897,315
"The Paragon Always Rebels","hath",16.6566454898846,128
"Relationship Values","feed",16.6486128787529,101
"Magic Librarian","he",16.6351677208661,51
"Scary Librarian","he",16.6351677208661,51
"Royal Blood","feel",16.6207243552807,111
"Subordinate Excuse","nothing",16.6199010564088,43
"Power Copying","X..1",16.6104451525118,215
"Leaning on the Fourth Wall","o",16.6028886980383,194
"Sealed Good in a Can","they",16.600613430401,224
"Everybody Calls Him ""Barkeep""","hill",16.5938675060498,6
"Death by Racism","yes",16.5924446754611,14
"Where da White Women At?","yes",16.5924446754611,14
"Heroes Prefer Swords","goodly",16.5836282047124,383
"Heroes Prefer Swords","gobbietreat",16.5836282047124,383
"Weak, but Skilled","X..1",16.5832544906361,216
"Artistic Age","shit",16.5611210307201,1
"Aw, Look! They Really Do Love Each Other","shit",16.5611210307201,1
"Broomstick Quarterstaff","shit",16.5611210307201,1
"Cigar-Fuse Lighting","shit",16.5611210307201,1
"Senior Sleep-Cycle","shit",16.5611210307201,1
"Smoking Is Cool","shit",16.5611210307201,1
"There Is No Kill Like Overkill","exciting",16.5604383681546,146
"Square Race, Round Class","exciting",16.5604383681546,146
"Laughably Evil","exciting",16.5604383681546,146
"Chekhov's Gun","faith",16.547129000285,59
"Powers as Programs","mimic",16.5305541852015,158
"Powers as Programs","mime",16.5305541852015,158
"Mistaken Age","he",16.5269817035864,19
"The Older Immortal","he",16.5269817035864,19
"White-and-Grey Morality","he",16.5269817035864,19
"Arbitrary Skepticism","line",16.5192080269906,31
"The Needs of the Many","way",16.512559970173,149
"Pragmatic Villainy","armor",16.5029669733585,353
"Chest Blaster","threat",16.5028494776584,3
"Chest Blaster","maximum",16.5028494776584,3
"Corridor Cubbyhole Run","threat",16.5028494776584,3
"Corridor Cubbyhole Run","maximum",16.5028494776584,3
"Homing Lasers","threat",16.5028494776584,3
"Homing Lasers","maximum",16.5028494776584,3
"Tank Goodness","threat",16.5028494776584,3
"Tank Goodness","maximum",16.5028494776584,3
"Oddly Small Organization","always",16.4757839881434,25
"False Flag Operation","they",16.4629987183624,493
"Catchphrase","bloody",16.4564520949654,106
"Forced Transformation","ancestor",16.4555187035108,63
"Promoted to Playable","temple",16.4501343931635,363
"Ambiguously Brown","some",16.447409866477,142
"Legacy of the Chosen","thy",16.4428796636979,120
"The World Is Just Awesome","thy",16.4428796636979,120
"Adaptive Ability","nothing",16.4391203673519,45
"Carry a Big Stick","ship",16.4364394648495,28
"Invisible to Normals","attain",16.4345365054683,95
"Ridiculously Cute Critter","hunt",16.43365441994,47
"Chubby Chaser","charming",16.4212247647942,8
"Chubby Chaser","outlander",16.4212247647942,8
"Master Archer","cheer",16.4212247647942,8
"Riches to Rags","cheer",16.4212247647942,8
"The Chosen Zero","way",16.4111371063613,151
"The Bartender","I",16.4092771848437,343
"Nerf","mimic",16.4066574203922,163
"Nerf","mime",16.4066574203922,163
"Heroic Resolve","thy",16.3942950789351,121
"Posthumous Character","he",16.3835521280494,747
"Kill It with Fire","exciting",16.3742045639671,153
"Dark Messiah","who",16.3652811492656,122
"Epic Flail","mimic",16.3581658933626,165
"Epic Flail","mime",16.3581658933626,165
"Awesomeness by Analysis","thy",16.3461203196049,122
"Friend to All Living Things","feed",16.3454850651144,109
"Übermensch","hath",16.3448177817662,135
"Fake King","PROPN",16.3372753951789,27
"Adventurer Archaeologist","kick",16.3340083422558,102
"Adventurer Archaeologist","heap",16.3340083422558,102
"Abhorrent Admirer","wall",16.3296755960282,264
"Screw This, I'm Outta Here","armor",16.3232648017582,364
"Chromatic Arrangement","one",16.3227126108626,58
"BFS","monopoly",16.3047711649228,452
"BFS","unfair",16.3047711649228,452
"BFS","resolution",16.3047711649228,452
"Fire-Breathing Weapon","let",16.2887627938747,26
"Ray Gun","let",16.2887627938747,26
"The Sixth Ranger","faith",16.2863208892082,63
"Energy Weapon","release",16.2732579746321,37
"For Science!","exciting",16.2715966917217,157
"Contrasting Sequel Protagonist","no",16.2572223132118,14
"Drama Queen","no",16.2572223132118,14
"Fanboy","no",16.2572223132118,14
"Manipulative Bastard","armor",16.2434139574105,369
"Super-Scream","suleyk",16.239268570972,102
"Mundane Utility","suleyk",16.239268570972,102
"Desperately Looking for a Purpose in Life","alone",16.2323748956285,121
"No Sense of Personal Space","no",16.1993002968319,38
"Enlightened Self-Interest","o",16.194945005489,208
"Training from Hell","furnace",16.1929833731194,172
"Evil Sorcerer","exciting",16.1715861237009,161
"Kick The Son Of A Bitch","release",16.167264111957,38
"Underdogs Never Lose","way",16.1636413285315,156
"She Is the King","apprentice",16.1471120809442,28
"Sympathy for the Devil","and",16.1192717583974,502
"Gameplay and Story Segregation","honor",16.1081452874406,502
"A Quest Giver Is You","chore",16.098631520194,17
"But Thou Must!","o",16.0835518600361,212
"The Dreaded","X.",16.0704257002762,329
"Can't Hold His Liquor","damn",16.0664350705816,94
"The Paragon Always Rebels","thy",16.0653144880587,128
"Fantastic Nuke","yes",16.0616477255337,16
"Keet","please",16.0545179419032,120
"Tragic Keepsake","wall",16.0533777778701,283
"Summon Bigger Fish","suleyk",16.0490693674967,107
"Famed In-Story","X.",16.047399975305,330
"Voice for the Voiceless","future",16.0466620212157,146
"Good Is Not Nice","east",16.0455431190347,241
"Defector from Decadence","swell",16.0339352046744,372
"Pre-Mortem One-Liner","why",16.025689650383,54
"Futile Hand Reach","control",16.0244310696487,57
"Famed In-Story","son",16.0125503156628,330
"Stern Teacher","furnace",15.9902762447178,181
"Milking the Giant Cow","PROPN",15.9737333218833,11
"Psychic Power","PROPN",15.9737333218833,11
"Court Mage","lip",15.9555911757657,13
"Mage Marksman","us",15.9385837764095,115
"Talking Animal","trust",15.9344332266523,59
"Tranquil Fury","feel",15.9264981274772,233
"Opposites Attract","king",15.9249286086698,27
"Optional Boss","armor",15.904774375608,391
"Silent Antagonist","X..1",15.9009581141064,42
"Sleepyhead","dockworker",15.8800715616452,32
"Black and Nerdy","swimmingly",15.87620251518,19
"Even the Guys Want Him","no",15.8540190742462,15
"Remember the New Guy?","she",15.8415765650043,37
"Secret Character","mimic",15.8184346386529,189
"Secret Character","mime",15.8184346386529,189
"Defrosting Ice King","exciting",15.7950994048989,177
"Doomed Hometown","machine",15.7888779607233,53
"The Bartender","sylphs",15.7870817951794,343
"The Bartender","spire",15.7870817951794,343
"The Bartender","unless",15.7870817951794,343
"Adaptational Heroism","their",15.7588491354769,326
"Übermensch","thy",15.7543052848326,135
"Dead All Along","three",15.7103262668292,228
"Badass Bookworm","he",15.7049574594801,343
"Undying Loyalty","ha",15.7045184775254,1074
"Continuity Nod","mimic",15.6942932284023,195
"Continuity Nod","mime",15.6942932284023,195
"Canine Companion","hath",15.6902494282805,151
"Coffin Contraband","oh",15.686277125038,94
"Creepy High-Pitched Voice","oh",15.686277125038,94
"Giggling Villain","oh",15.686277125038,94
"Happy Dance","oh",15.686277125038,94
"Happy Harlequin Hat","oh",15.686277125038,94
"In-Universe Nickname","oh",15.686277125038,94
"Monster Clown","oh",15.686277125038,94
"Psycho Knife Nut","oh",15.686277125038,94
"Random Event","oh",15.686277125038,94
"Sycophantic Servant","oh",15.686277125038,94
"Badass Adorable","sing",15.6860292792874,480
"Adaptational Heroism","they",15.6660831756774,326
"You Rebel Scum!","unexpected",15.6628836734838,3
"You Rebel Scum!","outcome",15.6628836734838,3
"Everyone Can See It","o",15.6585801544123,228
"Don't Fear the Reaper","king",15.6411300758323,29
"The Creon","can",15.6402468621176,151
"The Informant","full",15.62475879984,38
"Walking Shirtless Scene","X.",15.6233830840289,349
"Freudian Trio","way",15.6167915755385,319
"Hulk Speak","small",15.6143062335265,68
"My Greatest Second Chance","they",15.612125125733,243
"Dude Looks Like a Lady","faith",15.593650502849,75
"Beard of Evil","bloody",15.5847913624674,132
"The Cameo","sylphs",15.5838957636495,361
"The Cameo","spire",15.5838957636495,361
"The Cameo","unless",15.5838957636495,361
"Defrosting Ice Queen","furnace",15.5739406087016,201
"Flying Seafood Special","fly",15.5643771800824,64
"A Pupil of Mine Until He Turned to Evil","suleyk",15.5606522811209,121
"Scarf of Asskicking","fine",15.560642031282,168
"Crutch Character","faith",15.5410648665189,76
"Rat Stomp","conversation",15.5403625424357,16
"Rat Stomp","patience",15.5403625424357,16
"The Prophecy","prophecy",15.5403625424357,16
"Vagueness Is Coming","prophecy",15.5403625424357,16
"Cool Teacher","opinion",15.534903221117,261
"Blinded by the Light","be",15.5225262291901,402
"Poirot Speak","lordship",15.5207553294507,110
"Armor-Piercing Attack","machine",15.4999782235429,57
"Samurai Ponytail","machine",15.4999782235429,57
"Death Before Dishonor","colony",15.4990761302783,6
"Everything Fades","colony",15.4990761302783,6
"Adaptational Heroism","man",15.4958133195076,326
"Femme Fatalons","release",15.4957127242828,45
"Psychological Projection","many",15.4893575131751,22
"Awesome, but Impractical","who",15.4866286001582,137
"Former Bigot","launch",15.4813206839906,5
"The Navigator","launch",15.4813206839906,5
"Sudden Sequel Death Syndrome","launch",15.4813206839906,5
"Vice President Who?","launch",15.4813206839906,5
"Anti-Villain","armor",15.4732589423614,421
"The Ophelia","I",15.4643913921623,160
"The Mole","assist",15.4634784306388,180
"The Blacksmith","flame",15.4584560013258,151
"Heartfelt Apology","we",15.4576567661395,73
"Not Too Dead to Save the Day","before",15.4554691236604,122
"Foreign Culture Fetish","curse",15.4464369222755,3
"Maligned Mixed Marriage","son",15.4241020688792,365
"Stern Teacher","he",15.4152763951657,181
"Heroes Prefer Swords","can",15.4038515134992,383
"Wizard Beard","suleyk",15.3999117817278,126
"Cool Old Guy","of",15.3948186737555,988
"In a Single Bound","then",15.386627193073,130
"A Sinister Clue","then",15.386627193073,130
"Ultimate Blacksmith","o",15.383837204766,239
"Japanese Mythology","yes",15.3792396634231,19
"The Stool Pigeon","yes",15.3792396634231,19
"Elemental Powers","suleyk",15.3685360549506,127
"Master of None","X..1",15.3446677812818,267
"Childhood Friends","enjoy",15.337441010851,96
"Sixth Ranger","flame",15.3291536318661,156
"Our Souls Are Different","yeah",15.3273591647266,21
"No Celebrities Were Harmed","luck",15.3271068869475,105
"Passing the Torch","furnace",15.3251385835874,214
"Power Copying","mimic",15.3066353341972,215
"Power Copying","mime",15.3066353341972,215
"Explain, Explain... Oh, Crap!","o",15.3046532156352,44
"Sadistic Choice","regret",15.3044791257472,121
"Now What?","summary",15.3021267775594,14
"Not So Stoic","fine",15.2964973391244,457
"Generation Xerox","way",15.2940348855601,175
"No Good Deed Goes Unpunished","PROPN",15.2916558122429,67
"The Bartender","wall",15.2895916202363,343
"Everything's Deader with Zombies","ha",15.2884035827715,18
"The Napoleon","ha",15.2884035827715,18
"Reviving Enemy","ha",15.2884035827715,18
"See You in Hell","ha",15.2884035827715,18
"Un-Evil Laugh","ha",15.2884035827715,18
"Weak, but Skilled","mimic",15.2882186194075,216
"Weak, but Skilled","mime",15.2882186194075,216
"Cool Shades","furnace",15.2882186194075,216
"Cuteness Proximity","hath",15.2803560117932,162
"False Flag Operation","we",15.2700722809654,493
"Abnormal Ammo","let",15.2621974154175,31
"Dare to Be Badass","thy",15.2578580478016,147
"Kiss of Death","king",15.2504257904797,32
"Ignored Expert","swimmingly",15.2489653266685,26
"World's Best Warrior","hath",15.2445242523994,163
"Dude Magnet","wall",15.2435708569246,347
"Permanently Missable Content","hair",15.2334727671193,73
"The Gambling Addict","gobwatch",15.2077401297955,12
"The Gambling Addict","uplanders",15.2077401297955,12
"Sliding Scale of Libertarianism and Authoritarianism","gobwatch",15.2077401297955,12
"Sliding Scale of Libertarianism and Authoritarianism","uplanders",15.2077401297955,12
"Ungrateful Bitch","tough",15.2077401297955,12
"Vengeance Feels Empty","honor",15.2021763377241,40
"Evil Old Folks","exciting",15.1927156805238,206
"Bring News Back","PROPN",15.1921369655927,17
"Square Race, Round Class","bloody",15.1846907449634,146
"Optional Boss","stop",15.1753289079997,391
"Dead Person Impersonation","machine",15.166317888107,62
"Impossible Task","charming",15.1641632995751,15
"Impossible Task","outlander",15.1641632995751,15
"Character Select Forcing","thancre",15.1600899873078,1
"Primal Fear","thancre",15.1600899873078,1
"Reincarnation-Identifying Trait","thancre",15.1600899873078,1
"Motor Mouth","please",15.1554495557355,140
"Final Boss","and",15.1422123539487,765
"Dogged Nice Guy","no",15.1245482862228,17
"Screw the Rules, I Have Connections!","ship",15.1205018747063,39
"Number Two","before",15.1133998017826,628
"Rebellious Princess","maybe",15.1128846348877,188
"Abusive Precursors","PROPN",15.1041399686739,4
"Always Chaotic Evil","PROPN",15.1041399686739,4
"Hunter of Their Own Kind","PROPN",15.1041399686739,4
"The Hunter Becomes the Hunted","PROPN",15.1041399686739,4
"Language of Magic","PROPN",15.1041399686739,4
"Monogender Monsters","PROPN",15.1041399686739,4
"One-Gender Race","PROPN",15.1041399686739,4
"Verbal Weakness","PROPN",15.1041399686739,4
"Words Can Break My Bones","PROPN",15.1041399686739,4
"Mini-Boss","PROPN",15.1041399686739,4
"Canine Companion","thy",15.1016078595726,151
"Enemy Without","can",15.099817573927,100
"Sinister Minister","release",15.0776663844325,50
"Tagalong Kid","hair",15.0737132930566,76
"Ghostly Goals","he",15.0692457306016,187
"Bishounen Line","sin",15.0690591154728,120
"Exorcist Head","sin",15.0690591154728,120
"Growing Wings","sin",15.0690591154728,120
"I Am a Humanitarian","sin",15.0690591154728,120
"Late to the Punchline","sin",15.0690591154728,120
"Madness-Induced Omnivore","sin",15.0690591154728,120
"Mayor Pain","sin",15.0690591154728,120
"Right Makes Might","sin",15.0690591154728,120
"Top-Heavy Guy","sin",15.0690591154728,120
"Screw This, I'm Outta Here","wall",15.0537699636929,364
"Rise from Your Grave","PROPN",15.04772828002,12
"School Nurse","bash",15.0476825455305,13
"Head Swap","idealism",15.0469023303158,11
"Head Swap","howl",15.0469023303158,11
"Bunny-Ears Lawyer","collect",15.0464661420536,477
"God Was My Co-Pilot","lucky",15.0351085223515,16
"God Was My Co-Pilot","coin",15.0351085223515,16
"Optional Boss","son",15.0234098257172,391
"Pure Is Not Good","sin",15.0207974683287,121
"Restored My Faith in Humanity","king",15.0099646546571,34
"Cloudcuckoolander","she",15.006975950201,326
"Kill the Ones You Love","but",15.0006711568051,11
"Shout-Out Theme Naming","but",15.0006711568051,11
"A-Team Firing","clod",14.9905291544196,7
"Designated Girl Fight","clod",14.9905291544196,7
"Hates Wearing Dresses","detector",14.9905291544196,7
"Hates Wearing Dresses","alarm",14.9905291544196,7
"Internal Affairs","detector",14.9905291544196,7
"Internal Affairs","alarm",14.9905291544196,7
"Miranda Rights","detector",14.9905291544196,7
"Miranda Rights","alarm",14.9905291544196,7
"Creepy Uncle","uhh",14.9899227600919,3
"If You're So Evil, Eat This Kitten!","uhh",14.9899227600919,3
"Psycho for Hire","uhh",14.9899227600919,3
"Full-Contact Magic","rain",14.9899227600919,3
"Glasses Pull","rain",14.9899227600919,3
"The Glasses Come Off","rain",14.9899227600919,3
"Magic from Technology","rain",14.9899227600919,3
"Dark Is Not Evil","man",14.9867388640585,547
"Dark Is Not Evil","PROPN",14.9749253589508,547
"Rerouted from Heaven","three",14.9663836906244,275
"Secret-Keeper","flame",14.9649304554118,171
"Due to the Dead","ancestor",14.9518818656843,92
"Animate Inanimate Object","fiercest",14.9499120882657,6
"Art Initiates Life","fiercest",14.9499120882657,6
"Cthulhumanoid","fiercest",14.9499120882657,6
"Trigger Phrase","fiercest",14.9499120882657,6
"Anime Chinese Girl","enemy",14.9499120882657,6
"Guilt Complex","they",14.9394295028033,257
"Weapons of Their Trade","such",14.9298174806039,128
"Black Knight","past",14.9295682704684,57
"Master Archer","rich",14.9238121757364,8
